sum_pl_fwd_count,sum_pl_bwd_count,pl_count_ratio,sum_pl_fwd_bytes,sum_pl_bwd_bytes,sum_pl_fwd_flow_count,sum_pl_bwd_flow_count,pl_flow_bwd_fwd_byte_ratio,predicted_label,true_label,anomaly_score,decision_score,normalized_anomaly_score
55,58,1.0357142857142858,2891,8762,43,46,3.0307851954341056,dns,dns_attack,0.4577256049209376,0.21600553931283017,0.15378468155972236
55,58,1.0357142857142858,2784,8052,45,46,2.8922413793103448,dns,dns_attack,0.45736788285012414,0.21636326138364365,0.15257379119881698
29,29,0.9666666666666667,1673,4730,25,25,2.8272564255827852,dns,dns,0.4534596884917229,0.22027145574204487,0.139344540718491
30,30,0.967741935483871,1296,2941,21,21,2.26929012345679,dns,dns,0.4490789822015133,0.22465216203225447,0.12451583582838133
42,46,1.069767441860465,1848,4959,16,19,2.6834415584415585,dns,dns_attack,0.4485307113072401,0.2252004329265277,0.12265993708685108
62,61,0.9682539682539683,3192,9024,52,52,2.827067669172932,dns,dns,0.44544455266317445,0.22828659157059333,0.11221328014498133
32,32,0.9696969696969697,1435,2669,13,13,1.85993031358885,dns,dns,0.4445949274377116,0.22913621679605617,0.10933729602257203
53,53,0.9814814814814815,2875,8957,46,47,3.115478260869565,dns,dns,0.44431406942630797,0.22941707480745982,0.10838659075012891
48,49,1.0,2506,7502,39,40,2.9936153232242617,dns,dns_attack,0.4435470965760388,0.23018404765772899,0.1057903851837374
39,39,0.975,1934,5089,33,33,2.6313340227507758,dns,dns,0.44229756517155255,0.23143357906221523,0.10156071735837768
59,58,0.9666666666666667,3072,9705,50,50,3.1591796875,dns,dns,0.44160065053815917,0.23213049369560862,0.09920165908156853
53,52,0.9629629629629629,2822,9260,51,51,3.281360737065911,dns,dns,0.44153427947597357,0.23219686475779422,0.0989769928224784
49,49,0.98,2632,7586,41,41,2.8822188449848025,dns,dns,0.44025188366367046,0.23347926057009732,0.0946360788708962
42,42,0.9767441860465116,2195,6195,33,33,2.8223234624145785,dns,dns,0.4402499564453761,0.23348118778839166,0.09462955523076766
57,57,0.9827586206896551,2915,8127,46,46,2.7879931389365353,dns,dns,0.4402332350193896,0.23349790921437819,0.09457295314999148
30,30,0.967741935483871,1554,4850,28,28,3.120978120978121,dns,dns,0.43989690939722903,0.23383423483653876,0.09343448983663305
47,47,0.9791666666666666,2496,6909,40,40,2.7680288461538463,dns,dns,0.43917589288677616,0.23455525134699162,0.09099384662841414
38,38,0.9743589743589743,2037,5817,32,32,2.8556701030927836,dns,dns,0.43874119156042707,0.23498995267334072,0.08952238123979028
32,32,0.9696969696969697,1706,4976,25,25,2.9167643610785463,dns,dns,0.4386343900850891,0.2350967541486787,0.08916085790206862
34,34,0.9714285714285714,1721,4809,26,26,2.7943056362579894,dns,dns,0.43824766570019313,0.23548347853357465,0.08785179461466042
39,39,0.975,1651,5005,21,21,3.031496062992126,dns,dns,0.4365455749028147,0.23718556933095308,0.08209021178795872
38,38,0.9743589743589743,1761,5403,23,23,3.0681431005110733,dns,dns,0.43542654292310046,0.23830460131066733,0.07830228493541824
45,45,0.9782608695652174,2427,6860,38,38,2.826534816646065,dns,dns,0.4353347092081085,0.23839643502565927,0.07799142751463628
40,40,0.975609756097561,2161,5949,34,34,2.7528921795465062,dns,dns,0.43510765978129345,0.23862348445247433,0.07722286447418925
35,35,0.9722222222222222,1950,6133,31,31,3.1451282051282052,dns,dns,0.43473730668989075,0.23899383754387704,0.07596921806794099
54,54,0.9818181818181818,2850,8340,43,43,2.9263157894736844,dns,dns,0.4336618661777698,0.24006927805599798,0.07232884847348764
44,44,0.9777777777777777,2261,6178,38,38,2.7324192835028747,dns,dns,0.43361277600576476,0.24011836822800303,0.07216267808327115
49,49,0.98,2597,7410,44,44,2.8532922603003468,dns,dns,0.43360922849727396,0.24012191573649383,0.07215066975561335
48,48,0.9795918367346939,2414,6764,38,38,2.8019884009942007,dns,dns,0.43326877120852814,0.24046237302523965,0.07099822073756767
41,41,0.9761904761904762,2043,5313,32,32,2.6005873715124816,dns,dns,0.4323618651091602,0.2413692791246076,0.06792834067265141
33,31,0.9117647058823529,1760,4475,27,25,2.5426136363636362,dns,dns,0.43158038972903306,0.24215075450473472,0.0652830439960197
54,53,0.9636363636363636,2840,8498,48,48,2.9922535211267607,dns,dns,0.4313238882639875,0.2424072559697803,0.06441478571138126
41,41,0.9761904761904762,2119,6090,30,30,2.873997168475696,dns,dns,0.4310087404595405,0.24272240377422727,0.06334800937913698
33,33,0.9705882352941176,1731,4455,24,24,2.5736568457538995,dns,dns,0.4289846962075472,0.2447464480262206,0.05649661307247067
35,35,0.9722222222222222,1931,5910,29,29,3.0605903676851374,dns,dns,0.42517715408079665,0.24855399015297114,0.04360807072019557
49,46,0.92,2594,6835,39,37,2.6349267540478025,dns,dns,0.41970208790367236,0.2540290563300954,0.02507495409107041
41,41,0.9761904761904762,1808,3883,19,19,2.1476769911504423,dns,dns,0.4122944275633055,0.2614367166704623,0.0
